id,cve_ent,turno,tipo,esp_3,esp_6,n_eval_3,n_eval_6
40339,15,VESPERTINO,GENERAL,551,493,34,46
40340,15,VESPERTINO,GENERAL,592,493,48,44
40341,15,VESPERTINO,GENERAL,541,536,46,51
40342,15,VESPERTINO,GENERAL,413,388,2,4
40343,15,MATUTINO,GENERAL,511,439,16,12
40344,15,MATUTINO,GENERAL,455,477,11,5
40345,15,VESPERTINO,GENERAL,712,642,14,23
40346,15,MATUTINO,GENERAL,610,568,8,4
40347,15,VESPERTINO,GENERAL,496,533,17,18
40348,15,MATUTINO,GENERAL,564,529,5,6
40349,15,MATUTINO,GENERAL,520,445,4,7
40350,15,VESPERTINO,GENERAL,565,506,21,15
40351,15,MATUTINO,GENERAL,601,561,13,6
40352,15,VESPERTINO,GENERAL,628,551,36,35
40353,15,MATUTINO,GENERAL,557,548,19,19
40354,15,MATUTINO,GENERAL,531,566,33,34
40355,15,VESPERTINO,GENERAL,550,525,34,34
40356,15,MATUTINO,GENERAL,514,541,85,75
40357,15,MATUTINO,GENERAL,538,509,31,27
40358,15,MATUTINO,GENERAL,532,507,25,41
40359,15,MATUTINO,GENERAL,501,432,40,26
40360,15,MATUTINO,GENERAL,447,461,6,4
40361,15,MATUTINO,GENERAL,516,494,6,7
40362,15,MATUTINO,GENERAL,555,616,66,71
40363,15,MATUTINO,GENERAL,543,595,92,119
40364,15,VESPERTINO,GENERAL,489,561,29,29
40365,15,MATUTINO,GENERAL,553,610,88,77
40366,15,MATUTINO,GENERAL,538,551,7,5
40367,15,MATUTINO,GENERAL,566,531,55,57
40368,15,MATUTINO,GENERAL,539,533,44,41
40369,15,MATUTINO,GENERAL,512,504,11,13
40370,15,MATUTINO,GENERAL,590,541,38,35
40371,15,MATUTINO,GENERAL,524,496,52,56
40372,15,MATUTINO,GENERAL,436,438,18,16
40373,15,MATUTINO,GENERAL,517,501,5,1
40374,15,MATUTINO,GENERAL,677,571,8,9
40375,15,MATUTINO,GENERAL,550,532,26,15
40376,15,MATUTINO,GENERAL,533,505,17,14
40377,15,MATUTINO,GENERAL,661,525,17,14
40378,15,MATUTINO,GENERAL,506,475,10,19
40379,15,MATUTINO,GENERAL,514,473,8,10
40380,15,MATUTINO,GENERAL,472,528,30,46
40381,15,MATUTINO,GENERAL,564,477,98,103
40382,15,VESPERTINO,GENERAL,532,518,17,17
40383,15,VESPERTINO,GENERAL,590,507,37,41
40384,15,MATUTINO,GENERAL,564,487,26,22
40385,15,MATUTINO,GENERAL,544,528,28,21
40386,15,MATUTINO,GENERAL,538,618,21,13
40387,15,MATUTINO,GENERAL,488,416,18,15
40388,15,VESPERTINO,GENERAL,587,422,20,19
40389,15,MATUTINO,GENERAL,504,506,4,10
40390,15,MATUTINO,GENERAL,521,427,25,31
40391,15,MATUTINO,GENERAL,486,457,10,12
40392,15,MATUTINO,GENERAL,501,474,15,20
40393,15,MATUTINO,GENERAL,515,524,27,27
40394,15,VESPERTINO,GENERAL,591,612,40,64
40395,15,VESPERTINO,GENERAL,524,595,39,39
40396,15,VESPERTINO,GENERAL,604,519,98,81
40397,15,MATUTINO,GENERAL,573,481,35,55
40398,15,MATUTINO,GENERAL,497,462,51,55
40399,15,MATUTINO,GENERAL,554,509,5,7
40400,15,MATUTINO,GENERAL,546,507,119,151
40401,15,MATUTINO,GENERAL,554,519,11,14
40402,15,MATUTINO,GENERAL,539,498,80,90
40403,15,MATUTINO,GENERAL,582,493,21,20
40404,15,MATUTINO,GENERAL,435,465,7,4
40405,15,MATUTINO,GENERAL,491,499,77,81
40406,15,MATUTINO,GENERAL,645,637,38,35
40407,15,VESPERTINO,GENERAL,574,542,40,41
40408,15,MATUTINO,GENERAL,523,496,34,40
40409,15,MATUTINO,GENERAL,535,573,64,58
40410,15,MATUTINO,GENERAL,602,531,47,50
40411,15,MATUTINO,GENERAL,562,537,16,25
40412,15,MATUTINO,GENERAL,639,614,60,54
40413,15,MATUTINO,GENERAL,652,484,7,9
40414,15,MATUTINO,GENERAL,620,656,20,18
40415,15,MATUTINO,GENERAL,603,612,3,4
40416,15,MATUTINO,GENERAL,535,488,63,60
40417,15,MATUTINO,GENERAL,563,484,52,54
40418,15,MATUTINO,GENERAL,451,374,10,7
40419,15,MATUTINO,GENERAL,641,531,21,20
40420,15,MATUTINO,GENERAL,502,530,92,86
40421,15,MATUTINO,GENERAL,516,533,17,15
40422,15,MATUTINO,GENERAL,500,616,45,50
40423,15,MATUTINO,GENERAL,618,556,33,25
40424,15,MATUTINO,GENERAL,499,505,22,37
40425,15,MATUTINO,GENERAL,525,402,18,11
40426,15,MATUTINO,GENERAL,520,506,29,38
40427,15,MATUTINO,GENERAL,480,472,18,14
40428,15,MATUTINO,GENERAL,570,491,23,35
40429,15,MATUTINO,GENERAL,607,607,17,15
40430,15,MATUTINO,GENERAL,498,431,3,4
40432,15,MATUTINO,GENERAL,477,496,5,3
40433,15,MATUTINO,GENERAL,458,500,2,5
40434,15,MATUTINO,GENERAL,559,447,4,4
40435,15,MATUTINO,GENERAL,615,585,63,37
40436,15,MATUTINO,GENERAL,532,469,22,24
40437,15,MATUTINO,GENERAL,540,417,13,9
40438,15,VESPERTINO,GENERAL,540,681,25,27
40439,15,MATUTINO,GENERAL,646,532,7,7
40440,15,MATUTINO,GENERAL,557,500,31,25
40441,15,MATUTINO,GENERAL,521,556,49,68
40442,15,MATUTINO,GENERAL,537,619,52,51
40443,15,MATUTINO,GENERAL,527,713,30,25
40444,15,MATUTINO,GENERAL,456,518,62,59
40445,15,MATUTINO,GENERAL,564,583,21,36
40446,15,MATUTINO,GENERAL,535,492,18,19
40447,15,MATUTINO,GENERAL,538,654,40,29
40448,15,MATUTINO,GENERAL,558,489,68,59
40449,15,MATUTINO,GENERAL,601,521,48,42
40450,15,MATUTINO,GENERAL,505,468,22,20
40451,15,MATUTINO,GENERAL,503,650,18,16
40452,15,MATUTINO,GENERAL,481,550,91,84
40453,15,MATUTINO,GENERAL,501,557,48,29
40454,15,MATUTINO,GENERAL,536,563,25,17
40455,15,MATUTINO,GENERAL,573,586,4,8
40456,15,MATUTINO,GENERAL,532,463,21,19
40457,15,MATUTINO,GENERAL,611,653,85,100
40458,15,MATUTINO,GENERAL,485,454,36,30
40459,15,MATUTINO,GENERAL,482,600,18,18
40460,15,MATUTINO,GENERAL,600,642,9,14
40461,15,MATUTINO,GENERAL,528,488,57,67
40462,15,MATUTINO,GENERAL,533,496,14,24
40463,15,MATUTINO,GENERAL,624,531,27,40
40464,15,MATUTINO,GENERAL,550,552,69,70
40465,15,MATUTINO,GENERAL,503,546,49,77
40466,15,MATUTINO,GENERAL,425,335,5,2
40467,15,MATUTINO,GENERAL,487,490,24,24
40468,15,MATUTINO,GENERAL,489,479,6,7
40469,15,MATUTINO,GENERAL,542,488,25,34
40470,15,MATUTINO,GENERAL,642,570,11,10
40471,15,MATUTINO,GENERAL,719,582,36,28
40472,15,MATUTINO,GENERAL,526,542,34,53
40473,15,MATUTINO,GENERAL,578,592,32,33
40474,15,MATUTINO,GENERAL,623,578,69,70
40475,15,MATUTINO,GENERAL,590,521,25,22
40476,15,MATUTINO,GENERAL,646,481,24,23
40477,15,MATUTINO,GENERAL,528,487,50,56
40478,15,MATUTINO,GENERAL,562,535,75,77
40479,15,MATUTINO,GENERAL,559,485,88,80
40480,15,MATUTINO,GENERAL,590,491,3,2
40481,15,VESPERTINO,GENERAL,510,493,50,62
40482,15,MATUTINO,GENERAL,583,614,47,39
40483,15,MATUTINO,GENERAL,644,535,49,68
40484,15,MATUTINO,GENERAL,576,639,66,71
40485,15,VESPERTINO,GENERAL,499,458,51,58
40486,15,MATUTINO,GENERAL,559,471,55,68
40487,15,MATUTINO,GENERAL,525,516,64,68
40488,15,MATUTINO,GENERAL,544,567,64,91
40489,15,MATUTINO,GENERAL,516,524,94,77
40490,15,MATUTINO,GENERAL,493,493,16,20
40491,15,MATUTINO,GENERAL,514,581,15,6
40492,15,MATUTINO,GENERAL,558,607,19,18
40493,15,MATUTINO,GENERAL,506,453,36,23
40494,15,MATUTINO,GENERAL,582,547,19,25
40495,15,MATUTINO,GENERAL,512,445,61,64
40496,15,MATUTINO,GENERAL,637,545,44,62
40497,15,VESPERTINO,GENERAL,486,465,37,52
40498,15,MATUTINO,GENERAL,497,449,6,6
40499,15,VESPERTINO,GENERAL,489,528,27,21
40500,15,MATUTINO,GENERAL,478,375,8,9
40501,15,MATUTINO,GENERAL,606,518,34,28
40502,15,MATUTINO,GENERAL,521,444,42,32
40503,15,MATUTINO,GENERAL,669,586,20,17
40504,15,MATUTINO,GENERAL,448,507,10,11
40505,15,MATUTINO,GENERAL,600,557,15,15
40506,15,MATUTINO,GENERAL,529,534,19,23
40507,15,MATUTINO,GENERAL,531,540,35,27
40508,15,MATUTINO,GENERAL,560,420,11,6
40510,15,MATUTINO,GENERAL,541,525,58,55
40511,15,MATUTINO,GENERAL,542,530,85,100
40512,15,MATUTINO,GENERAL,600,535,3,6
40513,15,MATUTINO,GENERAL,529,535,4,5
40514,15,MATUTINO,GENERAL,635,593,46,31
40515,15,MATUTINO,GENERAL,519,478,32,35
40516,15,VESPERTINO,GENERAL,523,470,21,24
40517,15,MATUTINO,GENERAL,598,492,8,16
40518,15,MATUTINO,GENERAL,551,549,125,153
40519,15,MATUTINO,GENERAL,494,428,10,18
40520,15,MATUTINO,GENERAL,453,523,37,24
40521,15,MATUTINO,GENERAL,705,607,42,38
40522,15,MATUTINO,GENERAL,533,513,77,88
40523,15,MATUTINO,GENERAL,560,542,61,54
40524,15,MATUTINO,GENERAL,456,511,12,12
40525,15,MATUTINO,GENERAL,513,521,119,118
40526,15,MATUTINO,GENERAL,555,476,11,14
40527,15,MATUTINO,GENERAL,555,586,8,10
40528,15,VESPERTINO,GENERAL,579,442,14,17
40529,15,MATUTINO,GENERAL,559,522,48,64
40530,15,VESPERTINO,GENERAL,613,667,12,19
40531,15,MATUTINO,GENERAL,564,501,33,31
40532,15,VESPERTINO,GENERAL,649,532,21,24
40533,15,VESPERTINO,GENERAL,494,453,19,15
40534,15,VESPERTINO,GENERAL,465,467,18,35
40535,15,VESPERTINO,GENERAL,520,485,38,59
40536,15,MATUTINO,GENERAL,493,559,67,75
40537,15,MATUTINO,GENERAL,586,531,42,44
40538,15,VESPERTINO,GENERAL,526,568,17,16
40539,15,VESPERTINO,GENERAL,566,517,62,76
40540,15,MATUTINO,GENERAL,506,485,77,78
40541,15,VESPERTINO,GENERAL,542,579,18,14
40542,15,VESPERTINO,GENERAL,652,495,16,22
40543,15,VESPERTINO,GENERAL,604,647,25,18
40544,15,VESPERTINO,GENERAL,486,486,46,40
40545,15,MATUTINO,GENERAL,541,503,58,54
40546,15,MATUTINO,GENERAL,520,493,39,42
40547,15,VESPERTINO,GENERAL,436,468,7,13
40548,15,MATUTINO,GENERAL,508,494,36,28
40549,15,VESPERTINO,GENERAL,519,523,15,19
40550,15,VESPERTINO,GENERAL,604,463,18,20
40551,15,VESPERTINO,GENERAL,504,442,19,23
40552,15,VESPERTINO,GENERAL,542,594,17,16
40553,15,VESPERTINO,GENERAL,578,540,14,15
40554,15,VESPERTINO,GENERAL,427,556,76,66
40555,15,MATUTINO,GENERAL,505,520,59,58
40556,15,VESPERTINO,GENERAL,513,432,7,5
40557,15,MATUTINO,GENERAL,569,488,14,6
40558,15,MATUTINO,GENERAL,496,500,9,9
40559,15,MATUTINO,GENERAL,551,529,63,51
40560,15,MATUTINO,GENERAL,553,610,9,16
40561,15,MATUTINO,GENERAL,552,533,67,69
40562,15,MATUTINO,GENERAL,542,523,65,68
40564,15,VESPERTINO,GENERAL,556,560,57,48
40565,15,MATUTINO,GENERAL,521,520,8,6
40566,15,VESPERTINO,GENERAL,482,507,20,21
40567,15,MATUTINO,GENERAL,481,437,12,16
40568,15,MATUTINO,GENERAL,520,399,11,4
40569,15,MATUTINO,GENERAL,511,551,72,52
40570,15,VESPERTINO,GENERAL,478,500,10,23
40571,15,MATUTINO,GENERAL,457,425,6,7
40572,15,VESPERTINO,GENERAL,535,509,9,12
40573,15,VESPERTINO,GENERAL,452,453,23,17
40574,15,VESPERTINO,GENERAL,576,463,34,47
40575,15,MATUTINO,GENERAL,578,641,49,55
40576,15,VESPERTINO,GENERAL,568,567,18,12
40577,15,MATUTINO,GENERAL,598,527,6,11
40578,15,MATUTINO,GENERAL,622,507,5,8
40579,15,VESPERTINO,GENERAL,572,604,28,30
40580,15,MATUTINO,GENERAL,609,559,13,16
40581,15,VESPERTINO,GENERAL,545,515,45,52
40582,15,VESPERTINO,GENERAL,549,662,62,62
40583,15,MATUTINO,GENERAL,551,529,124,136
40584,15,VESPERTINO,GENERAL,509,469,42,38
40585,15,VESPERTINO,GENERAL,615,562,45,33
40586,15,VESPERTINO,GENERAL,552,481,19,15
40587,15,MATUTINO,GENERAL,551,532,21,29
40588,15,VESPERTINO,GENERAL,579,464,31,43
40589,15,VESPERTINO,GENERAL,541,487,21,26
40590,15,VESPERTINO,GENERAL,524,477,40,22
40591,15,VESPERTINO,GENERAL,492,410,36,32
40592,15,MATUTINO,GENERAL,486,533,31,27
40593,15,VESPERTINO,GENERAL,590,506,71,57
40594,15,MATUTINO,GENERAL,566,471,35,28
40595,15,VESPERTINO,GENERAL,449,511,10,20
40596,15,VESPERTINO,GENERAL,494,492,22,31
40597,15,VESPERTINO,GENERAL,421,523,22,26
40598,15,VESPERTINO,GENERAL,606,521,37,33
40599,15,VESPERTINO,GENERAL,632,578,26,41
40600,15,VESPERTINO,GENERAL,506,509,14,16
40601,15,VESPERTINO,GENERAL,513,499,41,48
40602,15,VESPERTINO,GENERAL,561,484,60,40
40603,15,VESPERTINO,GENERAL,504,507,18,24
40604,15,MATUTINO,GENERAL,542,508,92,105
40605,15,MATUTINO,GENERAL,603,568,49,28
40606,15,VESPERTINO,GENERAL,551,576,13,15
40607,15,MATUTINO,GENERAL,619,613,35,32
40608,15,VESPERTINO,GENERAL,493,534,30,27
40609,15,VESPERTINO,GENERAL,570,538,53,46
40610,15,MATUTINO,GENERAL,559,557,69,107
40611,15,MATUTINO,GENERAL,546,530,99,104
40612,15,MATUTINO,GENERAL,503,506,71,73
40613,15,VESPERTINO,GENERAL,526,473,37,20
40614,15,VESPERTINO,GENERAL,476,544,22,11
40615,15,VESPERTINO,GENERAL,514,503,94,76
40616,15,MATUTINO,GENERAL,606,514,102,97
40617,15,MATUTINO,GENERAL,509,477,32,47
40618,15,VESPERTINO,GENERAL,557,522,53,67
40619,15,MATUTINO,GENERAL,615,521,44,63
40620,15,MATUTINO,GENERAL,515,538,32,68
40621,15,VESPERTINO,GENERAL,520,538,62,46
40622,15,MATUTINO,GENERAL,579,640,33,30
40623,15,MATUTINO,GENERAL,598,635,29,28
40624,15,MATUTINO,GENERAL,574,511,83,101
40625,15,VESPERTINO,GENERAL,504,501,28,28
40626,15,MATUTINO,GENERAL,591,504,83,77
40627,15,VESPERTINO,GENERAL,544,523,51,56
40628,15,VESPERTINO,GENERAL,499,586,55,67
40629,15,MATUTINO,GENERAL,504,543,52,66
40630,15,MATUTINO,GENERAL,560,549,109,83
40631,15,VESPERTINO,GENERAL,502,430,73,85
40632,15,MATUTINO,GENERAL,603,520,93,116
40633,15,VESPERTINO,GENERAL,599,592,60,53
40634,15,VESPERTINO,GENERAL,561,424,19,19
40635,15,VESPERTINO,GENERAL,520,500,18,28
40636,15,VESPERTINO,GENERAL,519,529,113,132
40637,15,VESPERTINO,GENERAL,542,558,28,23
40638,15,VESPERTINO,GENERAL,672,495,19,21
40639,15,MATUTINO,GENERAL,634,584,63,67
40640,15,MATUTINO,GENERAL,609,629,73,61
40641,15,VESPERTINO,GENERAL,551,574,21,32
40642,15,MATUTINO,GENERAL,540,575,46,43
40643,15,VESPERTINO,GENERAL,614,601,86,78
40644,15,VESPERTINO,GENERAL,464,451,52,61
40645,15,VESPERTINO,GENERAL,492,568,31,29
40646,15,VESPERTINO,GENERAL,541,518,20,20
40647,15,VESPERTINO,GENERAL,522,521,29,22
40648,15,VESPERTINO,GENERAL,619,530,35,29
40649,15,MATUTINO,GENERAL,561,538,36,34
40650,15,VESPERTINO,GENERAL,525,585,25,26
40651,15,MATUTINO,GENERAL,525,561,67,55
40652,15,VESPERTINO,GENERAL,513,492,14,22
40653,15,VESPERTINO,GENERAL,472,528,34,38
40654,15,VESPERTINO,GENERAL,570,492,44,44
40656,15,VESPERTINO,GENERAL,536,521,30,34
40657,15,VESPERTINO,GENERAL,602,582,20,19
40658,15,VESPERTINO,GENERAL,594,522,83,86
40659,15,MATUTINO,GENERAL,560,455,21,25
40660,15,MATUTINO,GENERAL,494,527,4,3
40661,15,VESPERTINO,GENERAL,501,486,77,82
40662,15,VESPERTINO,GENERAL,534,484,22,27
40663,15,MATUTINO,GENERAL,559,563,95,94
40664,15,VESPERTINO,GENERAL,516,500,20,16
40665,15,MATUTINO,GENERAL,531,549,125,119
40666,15,MATUTINO,GENERAL,565,522,27,27
40667,15,VESPERTINO,GENERAL,559,468,35,57
40668,15,MATUTINO,GENERAL,526,596,61,64
40669,15,MATUTINO,GENERAL,544,592,125,128
40670,15,MATUTINO,GENERAL,516,540,65,44
40671,15,VESPERTINO,GENERAL,494,400,18,20
40672,15,VESPERTINO,GENERAL,599,598,21,10
40673,15,VESPERTINO,GENERAL,556,676,12,6
40674,15,VESPERTINO,GENERAL,536,506,21,23
40675,15,MATUTINO,GENERAL,494,511,17,14
40676,15,MATUTINO,GENERAL,582,634,94,81
40677,15,MATUTINO,GENERAL,517,510,37,62
40678,15,MATUTINO,GENERAL,590,605,52,52
40679,15,MATUTINO,GENERAL,624,527,22,24
40680,15,MATUTINO,GENERAL,503,545,75,77
40681,15,VESPERTINO,GENERAL,499,491,17,12
40682,15,VESPERTINO,GENERAL,501,490,67,54
40683,15,MATUTINO,GENERAL,573,558,16,20
40684,15,MATUTINO,GENERAL,588,528,53,56
40685,15,MATUTINO,GENERAL,599,549,69,36
40686,15,VESPERTINO,GENERAL,487,517,15,12
40687,15,MATUTINO,GENERAL,532,577,8,17
40688,15,MATUTINO,GENERAL,478,507,12,10
40689,15,VESPERTINO,GENERAL,546,577,8,13
40691,15,MATUTINO,GENERAL,618,481,4,6
40692,15,VESPERTINO,GENERAL,511,449,27,15
40693,15,VESPERTINO,GENERAL,600,555,53,60
40694,15,MATUTINO,GENERAL,608,582,22,26
40695,15,MATUTINO,GENERAL,600,591,73,67
40696,15,MATUTINO,GENERAL,540,524,94,93
40697,15,VESPERTINO,GENERAL,546,485,53,35
40698,15,VESPERTINO,GENERAL,661,467,26,40
40699,15,MATUTINO,GENERAL,540,558,43,53
40700,15,MATUTINO,GENERAL,499,594,49,62
40701,15,MATUTINO,GENERAL,611,425,3,5
40702,15,MATUTINO,GENERAL,539,600,37,31
40703,15,VESPERTINO,GENERAL,519,492,37,49
40704,15,VESPERTINO,GENERAL,535,518,56,61
40705,15,VESPERTINO,GENERAL,525,506,48,56
40706,15,MATUTINO,GENERAL,581,526,36,43
40707,15,MATUTINO,GENERAL,579,539,99,105
40708,15,VESPERTINO,GENERAL,492,442,13,10
40709,15,VESPERTINO,GENERAL,430,434,18,17
40710,15,MATUTINO,GENERAL,576,614,63,58
40711,15,MATUTINO,GENERAL,522,526,73,63
40712,15,MATUTINO,GENERAL,552,549,57,52
40713,15,MATUTINO,GENERAL,472,540,32,35
40714,15,MATUTINO,GENERAL,511,549,34,51
40715,15,VESPERTINO,GENERAL,521,523,20,21
40716,15,MATUTINO,GENERAL,550,551,29,47
40717,15,MATUTINO,GENERAL,524,604,16,25
40718,15,MATUTINO,GENERAL,539,554,28,31
40719,15,MATUTINO,GENERAL,429,426,23,23
40721,15,MATUTINO,GENERAL,561,597,64,65
40722,15,MATUTINO,GENERAL,523,557,37,38
40723,15,MATUTINO,GENERAL,521,546,13,13
40724,15,MATUTINO,GENERAL,488,500,37,43
40725,15,MATUTINO,GENERAL,482,494,40,44
40726,15,MATUTINO,GENERAL,667,517,29,38
40727,15,MATUTINO,GENERAL,550,556,21,13
40728,15,MATUTINO,GENERAL,592,503,56,52
40729,15,VESPERTINO,GENERAL,639,545,32,28
40730,15,MATUTINO,GENERAL,594,472,7,5
40731,15,MATUTINO,GENERAL,483,547,12,8
40732,15,MATUTINO,GENERAL,497,519,19,17
40733,15,MATUTINO,GENERAL,495,491,37,29
40734,15,VESPERTINO,GENERAL,519,537,118,132
40735,15,MATUTINO,GENERAL,590,553,134,107
40736,15,VESPERTINO,GENERAL,542,536,17,21
40737,15,MATUTINO,GENERAL,467,505,8,8
40738,15,MATUTINO,GENERAL,597,558,43,46
40739,15,VESPERTINO,GENERAL,623,497,85,103
40740,15,VESPERTINO,GENERAL,464,474,12,17
40741,15,MATUTINO,GENERAL,515,504,39,33
40742,15,VESPERTINO,GENERAL,503,562,15,13
40743,15,VESPERTINO,GENERAL,521,599,53,66
40744,15,MATUTINO,GENERAL,521,533,43,33
40745,15,VESPERTINO,GENERAL,491,534,91,88
40746,15,MATUTINO,GENERAL,529,541,119,120
40747,15,VESPERTINO,GENERAL,501,624,16,15
40748,15,MATUTINO,GENERAL,484,513,19,22
40749,15,VESPERTINO,GENERAL,483,483,37,37
40750,15,MATUTINO,GENERAL,478,419,7,6
40751,15,MATUTINO,GENERAL,536,470,16,17
40752,15,MATUTINO,GENERAL,596,598,103,104
40753,15,VESPERTINO,GENERAL,530,499,20,17
40754,15,VESPERTINO,GENERAL,501,442,35,19
40755,15,VESPERTINO,GENERAL,529,456,16,17
40756,15,VESPERTINO,GENERAL,437,476,34,47
40757,15,VESPERTINO,GENERAL,544,447,39,48
40758,15,MATUTINO,GENERAL,558,550,59,75
40759,15,VESPERTINO,GENERAL,493,496,8,15
40760,15,VESPERTINO,GENERAL,616,422,12,7
40761,15,MATUTINO,GENERAL,492,604,7,9
40762,15,MATUTINO,GENERAL,548,565,32,28
40763,15,MATUTINO,GENERAL,544,516,54,58
40764,15,MATUTINO,GENERAL,627,672,17,17
40765,15,VESPERTINO,GENERAL,571,522,20,15
40766,15,VESPERTINO,GENERAL,555,496,7,7
40767,15,MATUTINO,GENERAL,685,582,31,35
40768,15,MATUTINO,GENERAL,423,458,6,8
40769,15,MATUTINO,GENERAL,512,502,7,5
40770,15,MATUTINO,GENERAL,557,578,2,8
40771,15,MATUTINO,GENERAL,744,446,6,8
40772,15,MATUTINO,GENERAL,644,519,21,25
40773,15,VESPERTINO,GENERAL,700,526,29,29
40774,15,VESPERTINO,GENERAL,462,466,20,29
40775,15,MATUTINO,GENERAL,504,525,26,21
40776,15,VESPERTINO,GENERAL,560,448,44,45
40777,15,VESPERTINO,GENERAL,609,559,17,23
40778,15,VESPERTINO,GENERAL,563,575,47,48
40779,15,VESPERTINO,GENERAL,514,441,28,40
40780,15,MATUTINO,GENERAL,417,359,2,7
40781,15,MATUTINO,GENERAL,530,519,12,6
40782,15,MATUTINO,GENERAL,480,421,4,8
40783,15,MATUTINO,GENERAL,656,521,11,13
40784,15,MATUTINO,GENERAL,501,444,18,20
40785,15,MATUTINO,GENERAL,543,411,3,1
40786,15,VESPERTINO,GENERAL,544,505,43,45
40787,15,VESPERTINO,GENERAL,645,587,29,28
40788,15,MATUTINO,GENERAL,563,564,56,65
40789,15,VESPERTINO,GENERAL,527,514,55,48
40790,15,VESPERTINO,GENERAL,585,685,6,13
40791,15,VESPERTINO,GENERAL,464,457,26,23
40792,15,MATUTINO,GENERAL,531,520,74,79
40793,15,MATUTINO,GENERAL,558,555,103,104
40794,15,MATUTINO,GENERAL,533,497,27,29
40795,15,VESPERTINO,GENERAL,508,581,15,18
40796,15,VESPERTINO,GENERAL,559,513,23,38
40797,15,MATUTINO,GENERAL,521,537,49,43
40798,15,MATUTINO,GENERAL,546,575,63,68
40799,15,MATUTINO,GENERAL,527,568,24,16
40800,15,MATUTINO,GENERAL,506,501,24,27
40801,15,MATUTINO,GENERAL,496,413,10,7
40802,15,MATUTINO,GENERAL,510,524,27,32
40803,15,MATUTINO,GENERAL,505,537,15,8
40804,15,MATUTINO,GENERAL,525,484,9,13
40805,15,MATUTINO,GENERAL,530,560,62,77
40806,15,VESPERTINO,GENERAL,547,467,19,14
40807,15,VESPERTINO,GENERAL,544,564,23,22
40808,15,VESPERTINO,GENERAL,507,500,66,61
40809,15,VESPERTINO,GENERAL,475,523,87,64
40810,15,VESPERTINO,GENERAL,559,525,18,19
40811,15,MATUTINO,GENERAL,720,661,63,50
40812,15,VESPERTINO,GENERAL,484,488,30,28
40813,15,MATUTINO,GENERAL,522,481,52,52
40814,15,MATUTINO,GENERAL,534,483,39,50
40815,15,VESPERTINO,GENERAL,571,500,17,8
40816,15,MATUTINO,GENERAL,586,551,58,61
40817,15,VESPERTINO,GENERAL,535,500,6,3
40818,15,VESPERTINO,GENERAL,490,530,71,66
40819,15,MATUTINO,GENERAL,520,542,70,112
40821,15,VESPERTINO,GENERAL,483,447,38,24
40822,15,MATUTINO,GENERAL,578,568,89,110
40823,15,MATUTINO,GENERAL,520,469,29,25
40824,15,MATUTINO,GENERAL,451,522,2,5
40825,15,VESPERTINO,GENERAL,455,416,10,15
40826,15,VESPERTINO,GENERAL,482,429,37,25
40827,15,MATUTINO,GENERAL,537,525,56,72
40828,15,VESPERTINO,GENERAL,464,486,27,21
40829,15,MATUTINO,GENERAL,683,556,72,67
40830,15,MATUTINO,GENERAL,532,510,5,7
40831,15,MATUTINO,GENERAL,464,476,11,10
40832,15,MATUTINO,GENERAL,530,523,97,101
40833,15,MATUTINO,GENERAL,603,484,102,103
40834,15,MATUTINO,GENERAL,553,593,116,102
40835,15,VESPERTINO,GENERAL,520,522,21,28
40836,15,VESPERTINO,GENERAL,607,590,55,59
40837,15,MATUTINO,GENERAL,539,547,93,101
40838,15,MATUTINO,GENERAL,541,585,90,88
40839,15,VESPERTINO,GENERAL,482,502,19,28
40840,15,MATUTINO,GENERAL,498,480,26,33
40841,15,MATUTINO,GENERAL,589,493,3,9
40842,15,MATUTINO,GENERAL,468,453,13,8
40843,15,MATUTINO,GENERAL,513,444,2,4
40844,15,MATUTINO,GENERAL,506,531,14,8
40845,15,MATUTINO,GENERAL,466,566,6,1
40846,15,VESPERTINO,GENERAL,599,561,48,28
40847,15,VESPERTINO,GENERAL,574,635,54,58
40848,15,VESPERTINO,GENERAL,451,465,35,38
40849,15,MATUTINO,GENERAL,551,523,9,9
40850,15,MATUTINO,GENERAL,478,439,7,3
40851,15,MATUTINO,GENERAL,523,541,11,14
40852,15,MATUTINO,GENERAL,410,359,3,2
40853,15,MATUTINO,GENERAL,497,435,17,16
40854,15,MATUTINO,GENERAL,560,444,7,6
40855,15,MATUTINO,GENERAL,633,547,4,6
40856,15,MATUTINO,GENERAL,453,501,8,10
40857,15,VESPERTINO,GENERAL,528,531,40,43
40858,15,MATUTINO,GENERAL,510,503,38,39
40859,15,MATUTINO,GENERAL,626,501,5,9
40860,15,MATUTINO,GENERAL,637,605,11,13
40861,15,VESPERTINO,GENERAL,545,518,38,28
40862,15,MATUTINO,GENERAL,451,494,7,4
40863,15,MATUTINO,GENERAL,433,525,3,4
40864,15,MATUTINO,GENERAL,530,521,33,35
40865,15,MATUTINO,GENERAL,528,454,21,14
40866,15,VESPERTINO,GENERAL,444,490,54,61
40868,15,MATUTINO,GENERAL,542,504,9,12
40870,15,MATUTINO,GENERAL,458,433,16,20
40871,15,MATUTINO,GENERAL,538,490,35,37
40872,15,MATUTINO,GENERAL,491,512,3,6
40873,15,MATUTINO,GENERAL,437,524,2,2
40874,15,MATUTINO,GENERAL,592,581,111,80
40875,15,VESPERTINO,GENERAL,582,428,15,15
40876,15,MATUTINO,GENERAL,565,502,27,19
40877,15,MATUTINO,GENERAL,449,472,12,4
