id,cve_ent,turno,tipo,esp_3,esp_6,n_eval_3,n_eval_6
42852,15,MATUTINO,GENERAL,488,451,40,31
42853,15,MATUTINO,GENERAL,575,564,44,46
42854,15,MATUTINO,GENERAL,571,563,41,34
42855,15,MATUTINO,GENERAL,551,523,28,28
42856,15,MATUTINO,GENERAL,522,464,27,21
42857,15,MATUTINO,GENERAL,580,500,15,11
42858,15,MATUTINO,GENERAL,508,495,40,28
42859,15,MATUTINO,GENERAL,472,454,17,16
42860,15,MATUTINO,GENERAL,520,503,33,28
42861,15,MATUTINO,GENERAL,529,526,9,10
42862,15,MATUTINO,GENERAL,455,496,12,5
42863,15,MATUTINO,GENERAL,631,637,12,17
42864,15,MATUTINO,GENERAL,455,410,35,33
42865,15,MATUTINO,GENERAL,535,537,20,25
42866,15,MATUTINO,GENERAL,491,527,32,27
42867,15,MATUTINO,GENERAL,606,708,35,38
42868,15,MATUTINO,GENERAL,472,462,37,43
42869,15,MATUTINO,GENERAL,536,511,17,12
42870,15,MATUTINO,GENERAL,531,557,26,17
42871,15,MATUTINO,GENERAL,479,488,15,8
42872,15,MATUTINO,GENERAL,483,603,28,24
42873,15,MATUTINO,GENERAL,537,400,4,2
42874,15,MATUTINO,GENERAL,583,542,6,6
42875,15,VESPERTINO,GENERAL,678,500,51,62
42876,15,MATUTINO,GENERAL,526,527,100,79
42877,15,MATUTINO,GENERAL,554,496,107,95
42878,15,MATUTINO,GENERAL,558,577,56,60
42879,15,MATUTINO,GENERAL,521,490,10,10
42880,15,MATUTINO,GENERAL,593,558,48,29
42881,15,MATUTINO,GENERAL,427,383,13,11
42882,15,MATUTINO,GENERAL,584,388,2,1
42883,15,MATUTINO,GENERAL,618,612,80,86
42884,15,MATUTINO,GENERAL,502,488,3,7
42885,15,MATUTINO,GENERAL,540,607,11,13
42886,15,MATUTINO,GENERAL,548,541,63,49
42887,15,MATUTINO,GENERAL,576,703,45,52
42888,15,VESPERTINO,GENERAL,633,740,17,27
42889,15,MATUTINO,GENERAL,520,560,98,87
42890,15,NOCTURNO,GENERAL,412,424,10,8
42891,15,MATUTINO,GENERAL,607,502,41,41
42892,15,MATUTINO,GENERAL,718,537,27,32
42893,15,MATUTINO,GENERAL,543,512,39,32
42894,15,MATUTINO,GENERAL,471,557,68,60
42895,15,MATUTINO,GENERAL,500,478,12,6
42896,15,MATUTINO,GENERAL,558,580,13,6
42897,15,VESPERTINO,GENERAL,545,559,62,63
42898,15,VESPERTINO,GENERAL,524,554,62,58
42899,15,VESPERTINO,GENERAL,567,509,71,63
42900,15,MATUTINO,GENERAL,527,583,44,75
42901,15,VESPERTINO,GENERAL,529,466,79,60
42902,15,MATUTINO,GENERAL,480,481,19,17
42903,15,MATUTINO,GENERAL,522,555,79,75
42904,15,MATUTINO,GENERAL,562,540,34,36
42905,15,MATUTINO,GENERAL,581,612,91,99
42906,15,MATUTINO,GENERAL,597,470,8,19
42907,15,VESPERTINO,GENERAL,542,497,7,9
42908,15,MATUTINO,GENERAL,569,549,102,84
42909,15,MATUTINO,GENERAL,554,540,87,84
42910,15,MATUTINO,GENERAL,578,566,168,161
42911,15,MATUTINO,GENERAL,399,569,7,8
42912,15,MATUTINO,GENERAL,714,519,2,8
42913,15,MATUTINO,GENERAL,543,493,52,51
42914,15,MATUTINO,GENERAL,547,547,150,151
42915,15,MATUTINO,GENERAL,582,571,79,89
42916,15,MATUTINO,GENERAL,497,481,18,28
42917,15,VESPERTINO,GENERAL,523,549,27,20
42918,15,MATUTINO,GENERAL,507,512,37,50
42919,15,MATUTINO,GENERAL,602,463,11,12
42920,15,MATUTINO,GENERAL,590,554,5,12
42921,15,MATUTINO,GENERAL,632,528,2,2
42922,15,MATUTINO,GENERAL,467,347,3,1
42923,15,MATUTINO,GENERAL,609,558,97,102
42924,15,MATUTINO,GENERAL,490,493,83,95
42925,15,MATUTINO,GENERAL,531,542,39,44
42926,15,MATUTINO,GENERAL,567,499,26,14
42927,15,MATUTINO,GENERAL,584,576,85,102
42928,15,MATUTINO,GENERAL,438,543,4,3
42929,15,MATUTINO,GENERAL,544,571,75,66
42930,15,VESPERTINO,GENERAL,522,590,75,97
42931,15,MATUTINO,GENERAL,544,577,5,2
42932,15,VESPERTINO,GENERAL,518,534,45,47
42933,15,MATUTINO,GENERAL,530,639,36,52
42934,15,MATUTINO,GENERAL,513,514,109,126
42935,15,MATUTINO,GENERAL,567,574,76,51
42936,15,MATUTINO,GENERAL,592,568,69,93
42937,15,MATUTINO,GENERAL,689,648,163,132
42938,15,MATUTINO,GENERAL,526,529,64,80
42939,15,MATUTINO,GENERAL,523,529,80,83
42940,15,MATUTINO,GENERAL,564,495,9,9
42941,15,MATUTINO,GENERAL,461,447,15,14
42942,15,MATUTINO,GENERAL,465,531,12,20
42943,15,MATUTINO,GENERAL,516,509,12,6
42944,15,MATUTINO,GENERAL,562,508,19,27
42945,15,MATUTINO,GENERAL,571,510,22,28
42946,15,MATUTINO,GENERAL,575,554,5,8
42947,15,MATUTINO,GENERAL,583,642,9,8
42948,15,MATUTINO,GENERAL,436,467,9,10
42949,15,MATUTINO,GENERAL,483,482,11,12
42950,15,MATUTINO,GENERAL,766,565,3,4
42951,15,MATUTINO,GENERAL,490,527,12,10
42952,15,MATUTINO,GENERAL,688,596,22,19
42953,15,VESPERTINO,GENERAL,491,554,105,102
42954,15,VESPERTINO,GENERAL,538,556,200,220
42955,15,MATUTINO,GENERAL,577,548,57,69
42956,15,VESPERTINO,GENERAL,569,521,45,48
42957,15,MATUTINO,GENERAL,598,619,13,7
42958,15,MATUTINO,GENERAL,541,478,43,32
42959,15,MATUTINO,GENERAL,789,609,34,31
42960,15,MATUTINO,GENERAL,567,551,116,133
42961,15,MATUTINO,GENERAL,530,550,88,86
42962,15,MATUTINO,GENERAL,519,464,11,7
42963,15,MATUTINO,GENERAL,504,458,5,2
42964,15,MATUTINO,GENERAL,452,492,25,19
42965,15,MATUTINO,GENERAL,611,561,20,30
42966,15,MATUTINO,GENERAL,622,533,2,7
42967,15,MATUTINO,GENERAL,600,582,107,99
42968,15,VESPERTINO,GENERAL,614,563,24,31
42969,15,VESPERTINO,GENERAL,513,526,83,118
42970,15,MATUTINO,GENERAL,538,558,107,104
42971,15,MATUTINO,GENERAL,621,582,57,74
42972,15,MATUTINO,GENERAL,586,556,50,50
42973,15,VESPERTINO,GENERAL,617,596,58,76
42974,15,MATUTINO,GENERAL,588,463,4,5
42975,15,MATUTINO,GENERAL,510,370,3,2
42976,15,MATUTINO,GENERAL,541,535,35,53
42977,15,MATUTINO,GENERAL,510,528,180,161
42978,15,VESPERTINO,GENERAL,524,499,123,129
42979,15,VESPERTINO,GENERAL,515,527,38,35
42980,15,MATUTINO,GENERAL,539,514,103,107
42981,15,VESPERTINO,GENERAL,523,501,72,59
42982,15,MATUTINO,GENERAL,642,519,7,7
42983,15,MATUTINO,GENERAL,466,340,3,2
42984,15,MATUTINO,GENERAL,532,484,3,3
42985,15,MATUTINO,GENERAL,616,517,5,4
42986,15,MATUTINO,GENERAL,458,461,2,1
42987,15,MATUTINO,GENERAL,450,446,16,12
42988,15,MATUTINO,GENERAL,498,481,30,36
42989,15,MATUTINO,GENERAL,648,552,5,8
42990,15,MATUTINO,GENERAL,504,525,108,122
42991,15,MATUTINO,GENERAL,488,487,113,139
42992,15,MATUTINO,GENERAL,501,466,134,129
42993,15,MATUTINO,GENERAL,617,574,103,98
42994,15,MATUTINO,GENERAL,590,498,52,42
42995,15,MATUTINO,GENERAL,467,448,14,13
42996,15,VESPERTINO,GENERAL,631,479,18,20
42997,15,MATUTINO,GENERAL,565,548,38,41
42998,15,MATUTINO,GENERAL,525,448,14,16
42999,15,MATUTINO,GENERAL,561,560,96,102
43000,15,VESPERTINO,GENERAL,578,469,38,47
43001,15,VESPERTINO,GENERAL,600,565,77,62
43002,15,MATUTINO,GENERAL,604,569,3,5
43003,15,MATUTINO,GENERAL,559,499,60,61
43004,15,MATUTINO,GENERAL,684,668,56,61
43005,15,MATUTINO,GENERAL,538,402,4,3
43006,15,MATUTINO,GENERAL,492,464,13,18
43007,15,MATUTINO,GENERAL,771,552,34,48
43008,15,MATUTINO,GENERAL,517,480,12,29
43009,15,MATUTINO,GENERAL,459,458,25,39
43010,15,MATUTINO,GENERAL,503,514,19,16
43011,15,MATUTINO,GENERAL,500,485,7,7
43012,15,MATUTINO,GENERAL,555,537,90,110
43013,15,MATUTINO,GENERAL,553,534,83,71
43014,15,MATUTINO,GENERAL,484,424,34,27
43015,15,MATUTINO,GENERAL,495,372,11,6
43016,15,MATUTINO,GENERAL,513,501,8,12
43017,15,MATUTINO,GENERAL,730,489,9,8
43019,15,MATUTINO,GENERAL,569,493,5,6
43020,15,MATUTINO,GENERAL,435,475,3,3
43021,15,MATUTINO,GENERAL,422,358,9,3
43022,15,MATUTINO,GENERAL,504,547,8,5
43023,15,MATUTINO,GENERAL,476,474,5,8
43024,15,MATUTINO,GENERAL,581,520,1,1
43025,15,MATUTINO,GENERAL,606,565,1,1
43026,15,MATUTINO,GENERAL,536,568,10,18
43027,15,MATUTINO,GENERAL,556,423,6,9
43029,15,MATUTINO,GENERAL,481,444,11,8
43030,15,MATUTINO,GENERAL,703,631,42,40
43031,15,MATUTINO,GENERAL,505,585,14,10
43032,15,MATUTINO,GENERAL,521,556,12,11
43033,15,MATUTINO,GENERAL,512,511,21,28
43034,15,MATUTINO,GENERAL,565,402,2,3
43035,15,MATUTINO,GENERAL,586,536,6,4
43036,15,MATUTINO,GENERAL,571,476,18,18
43037,15,MATUTINO,GENERAL,530,598,86,87
43038,15,MATUTINO,GENERAL,553,522,69,70
43039,15,MATUTINO,GENERAL,545,590,95,102
43040,15,MATUTINO,GENERAL,540,589,73,72
43041,15,MATUTINO,GENERAL,578,567,89,63
43042,15,MATUTINO,GENERAL,476,504,35,59
43043,15,VESPERTINO,GENERAL,552,535,49,77
43044,15,MATUTINO,GENERAL,561,573,182,194
43045,15,VESPERTINO,GENERAL,520,505,49,61
43046,15,MATUTINO,GENERAL,590,613,68,83
43047,15,MATUTINO,GENERAL,563,548,100,123
43048,15,MATUTINO,GENERAL,529,493,21,19
43049,15,VESPERTINO,GENERAL,727,779,24,30
43050,15,MATUTINO,GENERAL,533,543,144,157
43051,15,MATUTINO,GENERAL,566,576,133,165
43053,15,MATUTINO,GENERAL,605,550,5,4
43054,15,MATUTINO,GENERAL,677,541,2,1
43055,15,MATUTINO,GENERAL,530,448,3,4
43056,15,MATUTINO,GENERAL,466,430,3,2
43057,15,MATUTINO,GENERAL,613,571,6,6
43058,15,MATUTINO,GENERAL,624,450,6,3
43059,15,MATUTINO,GENERAL,731,698,3,4
43060,15,MATUTINO,GENERAL,567,541,3,4
43061,15,MATUTINO,GENERAL,657,475,1,9
43062,15,MATUTINO,GENERAL,613,562,7,5
43063,15,MATUTINO,GENERAL,526,510,19,18
43064,15,MATUTINO,GENERAL,450,514,11,7
43065,15,MATUTINO,GENERAL,594,705,5,10
43066,15,MATUTINO,GENERAL,542,551,7,11
43067,15,MATUTINO,GENERAL,610,530,18,12
43068,15,MATUTINO,GENERAL,612,473,16,11
43069,15,VESPERTINO,GENERAL,486,474,55,54
43070,15,MATUTINO,GENERAL,551,578,60,72
43071,15,VESPERTINO,GENERAL,492,555,15,9
43072,15,MATUTINO,GENERAL,507,459,11,10
43073,15,MATUTINO,GENERAL,584,487,31,30
43074,15,VESPERTINO,GENERAL,516,589,40,51
43075,15,VESPERTINO,GENERAL,564,567,95,84
43076,15,MATUTINO,GENERAL,530,541,108,113
43077,15,VESPERTINO,GENERAL,511,525,108,115
43078,15,MATUTINO,GENERAL,598,534,87,87
43079,15,VESPERTINO,GENERAL,513,499,80,100
43080,15,VESPERTINO,GENERAL,475,497,18,23
43081,15,VESPERTINO,GENERAL,634,516,83,83
43082,15,MATUTINO,GENERAL,703,578,7,7
43084,15,MATUTINO,GENERAL,519,495,5,3
43085,15,MATUTINO,GENERAL,621,465,7,3
43086,15,MATUTINO,GENERAL,612,569,3,3
43087,15,MATUTINO,GENERAL,613,465,4,3
43088,15,MATUTINO,GENERAL,636,585,4,7
43089,15,MATUTINO,GENERAL,516,418,4,4
43090,15,VESPERTINO,GENERAL,536,589,144,157
43091,15,MATUTINO,GENERAL,548,512,125,107
43092,15,MATUTINO,GENERAL,520,543,131,142
43093,15,MATUTINO,GENERAL,575,683,1,1
43094,15,MATUTINO,GENERAL,582,576,65,56
43095,15,MATUTINO,GENERAL,511,497,12,4
43096,15,MATUTINO,GENERAL,525,545,93,103
43097,15,MATUTINO,GENERAL,571,574,107,113
43098,15,MATUTINO,GENERAL,597,643,27,42
43099,15,MATUTINO,GENERAL,495,491,37,60
43100,15,MATUTINO,GENERAL,515,496,97,110
43101,15,VESPERTINO,GENERAL,520,516,88,64
43102,15,VESPERTINO,GENERAL,572,496,21,17
43103,15,MATUTINO,GENERAL,643,587,58,61
43104,15,VESPERTINO,GENERAL,720,722,15,23
43105,15,MATUTINO,GENERAL,587,579,106,127
43106,15,VESPERTINO,GENERAL,516,554,49,34
43107,15,MATUTINO,GENERAL,536,535,120,116
43108,15,MATUTINO,GENERAL,521,502,122,116
43109,15,MATUTINO,GENERAL,562,550,115,129
43110,15,VESPERTINO,GENERAL,590,553,39,45
43111,15,MATUTINO,GENERAL,541,514,82,96
43112,15,VESPERTINO,GENERAL,503,500,106,98
43113,15,VESPERTINO,GENERAL,561,541,74,67
43114,15,VESPERTINO,GENERAL,512,472,28,26
43115,15,VESPERTINO,GENERAL,492,531,70,58
43116,15,VESPERTINO,GENERAL,523,550,35,32
43117,15,MATUTINO,GENERAL,565,546,50,35
43118,15,MATUTINO,GENERAL,526,514,115,137
43119,15,MATUTINO,GENERAL,483,474,17,11
43120,15,MATUTINO,GENERAL,487,479,24,27
43121,15,MATUTINO,GENERAL,619,511,5,6
43122,15,MATUTINO,GENERAL,523,554,25,25
43123,15,MATUTINO,GENERAL,491,477,11,7
43124,15,MATUTINO,GENERAL,502,518,6,1
43125,15,MATUTINO,GENERAL,450,555,4,2
43126,15,MATUTINO,GENERAL,503,458,22,25
43127,15,MATUTINO,GENERAL,618,584,4,5
43128,15,MATUTINO,GENERAL,532,452,3,1
43129,15,MATUTINO,GENERAL,537,476,11,6
43130,15,MATUTINO,GENERAL,547,436,15,12
43131,15,MATUTINO,GENERAL,698,492,2,4
43132,15,MATUTINO,GENERAL,591,562,12,15
43133,15,MATUTINO,GENERAL,608,610,14,20
43134,15,MATUTINO,GENERAL,473,408,4,3
43135,15,MATUTINO,GENERAL,549,553,22,18
43136,15,MATUTINO,GENERAL,529,536,15,9
43137,15,MATUTINO,GENERAL,574,537,29,19
43138,15,MATUTINO,GENERAL,594,541,6,7
43139,15,MATUTINO,GENERAL,503,445,13,16
43140,15,MATUTINO,GENERAL,572,507,22,12
43141,15,VESPERTINO,GENERAL,481,519,66,83
43142,15,VESPERTINO,GENERAL,517,529,85,72
43143,15,VESPERTINO,GENERAL,539,559,111,132
43144,15,VESPERTINO,GENERAL,503,507,116,95
43145,15,VESPERTINO,GENERAL,561,479,19,24
43146,15,VESPERTINO,GENERAL,517,513,63,88
43147,15,VESPERTINO,GENERAL,509,546,84,96
43148,15,VESPERTINO,GENERAL,543,515,14,22
43149,15,VESPERTINO,GENERAL,458,471,41,27
43150,15,VESPERTINO,GENERAL,516,482,29,26
43151,15,VESPERTINO,GENERAL,494,504,28,22
43152,15,VESPERTINO,GENERAL,438,446,31,35
43153,15,VESPERTINO,GENERAL,524,499,39,42
43154,15,VESPERTINO,GENERAL,607,720,16,15
43155,15,VESPERTINO,GENERAL,609,538,22,12
43156,15,VESPERTINO,GENERAL,474,460,26,26
43157,15,VESPERTINO,GENERAL,570,606,5,9
43158,15,VESPERTINO,GENERAL,535,590,58,91
43159,15,MATUTINO,GENERAL,571,520,71,83
43160,15,VESPERTINO,GENERAL,633,524,13,33
43161,15,VESPERTINO,GENERAL,555,467,48,62
43162,15,VESPERTINO,GENERAL,574,485,13,17
43163,15,MATUTINO,GENERAL,738,759,21,33
43164,15,VESPERTINO,GENERAL,556,531,6,9
43165,15,MATUTINO,GENERAL,485,548,29,27
43166,15,VESPERTINO,GENERAL,600,602,19,30
43167,15,VESPERTINO,GENERAL,590,562,34,28
43168,15,MATUTINO,GENERAL,573,565,59,57
43169,15,VESPERTINO,GENERAL,688,578,19,27
43170,15,NOCTURNO,GENERAL,719,678,5,5
43171,15,NOCTURNO,GENERAL,679,430,8,6
43172,15,VESPERTINO,GENERAL,485,508,7,6
43173,15,MATUTINO,GENERAL,510,546,76,93
43174,15,MATUTINO,GENERAL,507,525,140,111
43175,15,VESPERTINO,GENERAL,541,487,30,23
43176,15,MATUTINO,GENERAL,479,487,38,38
43177,15,MATUTINO,GENERAL,510,574,6,5
43178,15,MATUTINO,GENERAL,530,514,9,13
43179,15,MATUTINO,GENERAL,426,406,9,9
43180,15,MATUTINO,GENERAL,498,497,9,12
43181,15,MATUTINO,GENERAL,543,541,137,139
43182,15,MATUTINO,GENERAL,554,550,97,111
43183,15,VESPERTINO,GENERAL,565,491,51,59
43184,15,VESPERTINO,GENERAL,535,523,34,27
43185,15,VESPERTINO,GENERAL,529,481,30,24
43186,15,VESPERTINO,GENERAL,542,547,64,74
43187,15,MATUTINO,GENERAL,489,452,26,28
43188,15,MATUTINO,GENERAL,588,620,13,5
43189,15,MATUTINO,GENERAL,506,586,62,60
43190,15,VESPERTINO,GENERAL,578,589,20,14
43191,15,MATUTINO,GENERAL,567,561,60,73
43192,15,MATUTINO,GENERAL,568,536,71,69
43193,15,VESPERTINO,GENERAL,513,474,86,85
43194,15,MATUTINO,GENERAL,515,535,125,162
43195,15,VESPERTINO,GENERAL,531,564,72,75
43196,15,MATUTINO,GENERAL,546,641,141,127
43197,15,VESPERTINO,GENERAL,499,526,39,26
43198,15,MATUTINO,GENERAL,595,479,13,8
43199,15,MATUTINO,GENERAL,562,508,28,24
43200,15,MATUTINO,GENERAL,523,571,4,3
43201,15,MATUTINO,GENERAL,506,530,4,3
43202,15,MATUTINO,GENERAL,625,497,13,13
43203,15,MATUTINO,GENERAL,532,474,7,8
43204,15,MATUTINO,GENERAL,491,451,61,57
43205,15,MATUTINO,GENERAL,516,514,88,81
43206,15,MATUTINO,GENERAL,514,523,44,31
43207,15,MATUTINO,GENERAL,461,557,8,9
43208,15,MATUTINO,GENERAL,477,460,9,8
43209,15,MATUTINO,GENERAL,484,465,16,13
43210,15,MATUTINO,GENERAL,577,600,4,1
43211,15,VESPERTINO,GENERAL,518,483,35,38
43212,15,MATUTINO,GENERAL,554,559,70,67
43213,15,MATUTINO,GENERAL,517,507,97,105
43214,15,VESPERTINO,GENERAL,510,530,104,99
43215,15,MATUTINO,GENERAL,565,510,67,31
43216,15,VESPERTINO,GENERAL,473,469,40,53
43217,15,MATUTINO,GENERAL,524,555,99,88
43218,15,MATUTINO,GENERAL,567,519,5,3
43219,15,MATUTINO,GENERAL,554,519,62,76
43220,15,MATUTINO,GENERAL,488,585,6,5
43221,15,MATUTINO,GENERAL,650,610,15,13
43222,15,MATUTINO,GENERAL,604,662,27,22
43223,15,MATUTINO,GENERAL,463,434,2,2
43224,15,MATUTINO,GENERAL,559,555,8,3
43225,15,MATUTINO,GENERAL,461,432,7,6
43226,15,MATUTINO,GENERAL,544,524,3,3
43227,15,MATUTINO,GENERAL,538,532,6,4
43228,15,MATUTINO,GENERAL,579,498,16,18
43229,15,VESPERTINO,GENERAL,466,610,36,39
43230,15,MATUTINO,GENERAL,518,533,33,40
43231,15,MATUTINO,GENERAL,485,450,68,97
43232,15,VESPERTINO,GENERAL,506,506,129,85
43233,15,MATUTINO,GENERAL,539,629,21,15
43234,15,VESPERTINO,GENERAL,528,511,111,127
43235,15,VESPERTINO,GENERAL,545,514,72,104
43236,15,MATUTINO,GENERAL,501,531,33,23
43237,15,MATUTINO,GENERAL,649,664,5,4
43238,15,VESPERTINO,GENERAL,524,530,32,34
43239,15,MATUTINO,GENERAL,506,478,6,3
43240,15,VESPERTINO,GENERAL,593,567,35,30
43241,15,VESPERTINO,GENERAL,498,538,7,9
43242,15,VESPERTINO,GENERAL,536,489,12,15
43243,15,VESPERTINO,GENERAL,524,492,107,146
43244,15,VESPERTINO,GENERAL,551,493,133,131
43245,15,MATUTINO,GENERAL,585,620,176,146
43246,15,MATUTINO,GENERAL,538,572,58,59
43247,15,MATUTINO,GENERAL,592,566,93,108
43248,15,MATUTINO,GENERAL,561,543,63,70
43249,15,MATUTINO,GENERAL,496,547,38,24
43250,15,VESPERTINO,GENERAL,464,479,10,21
43251,15,MATUTINO,GENERAL,509,532,49,25
43252,15,MATUTINO,GENERAL,587,541,78,82
43253,15,MATUTINO,GENERAL,511,515,126,149
43254,15,MATUTINO,GENERAL,569,483,63,56
43255,15,MATUTINO,GENERAL,467,484,44,41
43256,15,MATUTINO,GENERAL,572,554,133,123
43257,15,MATUTINO,GENERAL,520,511,8,1
43258,15,MATUTINO,GENERAL,488,507,13,11
43259,15,MATUTINO,GENERAL,529,514,66,84
43260,15,VESPERTINO,GENERAL,490,513,13,16
43261,15,MATUTINO,GENERAL,587,566,36,40
43262,15,VESPERTINO,GENERAL,542,543,32,29
43263,15,MATUTINO,GENERAL,629,599,76,82
43264,15,VESPERTINO,GENERAL,661,617,39,46
43265,15,MATUTINO,GENERAL,521,499,84,75
43266,15,VESPERTINO,GENERAL,513,496,83,98
43267,15,MATUTINO,GENERAL,538,499,146,119
43268,15,VESPERTINO,GENERAL,494,562,52,52
43269,15,VESPERTINO,GENERAL,513,571,22,27
43270,15,VESPERTINO,GENERAL,550,517,111,110
43271,15,VESPERTINO,GENERAL,466,452,35,29
43272,15,VESPERTINO,GENERAL,494,509,152,164
43273,15,MATUTINO,GENERAL,624,609,88,94
43274,15,MATUTINO,GENERAL,476,510,32,38
43275,15,MATUTINO,GENERAL,538,558,80,106
43276,15,VESPERTINO,GENERAL,531,517,45,46
43277,15,MATUTINO,GENERAL,557,581,110,105
43278,15,MATUTINO,GENERAL,529,529,99,106
43279,15,VESPERTINO,GENERAL,494,472,25,36
43280,15,MATUTINO,GENERAL,560,523,110,122
43281,15,MATUTINO,GENERAL,502,488,68,75
43282,15,MATUTINO,GENERAL,539,492,94,92
43283,15,VESPERTINO,GENERAL,541,459,52,47
43284,15,VESPERTINO,GENERAL,479,544,6,10
43285,15,VESPERTINO,GENERAL,508,503,93,94
43286,15,VESPERTINO,GENERAL,518,494,111,100
43287,15,MATUTINO,GENERAL,531,531,83,90
43288,15,VESPERTINO,GENERAL,602,517,40,41
43289,15,MATUTINO,GENERAL,593,545,60,56
43290,15,VESPERTINO,GENERAL,626,692,17,23
43291,15,VESPERTINO,GENERAL,558,610,76,75
43292,15,VESPERTINO,GENERAL,528,538,128,137
43293,15,VESPERTINO,GENERAL,613,591,12,11
43294,15,VESPERTINO,GENERAL,625,738,14,19
43295,15,MATUTINO,GENERAL,514,645,42,31
43296,15,VESPERTINO,GENERAL,543,565,39,33
43297,15,MATUTINO,GENERAL,650,646,89,82
43298,15,MATUTINO,GENERAL,543,533,110,119
43299,15,VESPERTINO,GENERAL,546,536,65,74
43300,15,MATUTINO,GENERAL,575,602,51,66
43301,15,VESPERTINO,GENERAL,548,685,14,26
43302,15,MATUTINO,GENERAL,588,561,67,70
43303,15,MATUTINO,GENERAL,541,499,83,90
43304,15,VESPERTINO,GENERAL,553,479,45,62
43305,15,MATUTINO,GENERAL,529,536,98,91
43306,15,VESPERTINO,GENERAL,508,522,48,45
43307,15,VESPERTINO,GENERAL,652,504,24,24
43308,15,MATUTINO,GENERAL,610,495,17,13
43309,15,MATUTINO,GENERAL,647,567,10,7
43310,15,MATUTINO,GENERAL,451,394,2,4
43311,15,VESPERTINO,GENERAL,539,511,76,66
43312,15,MATUTINO,GENERAL,588,503,83,83
43314,15,VESPERTINO,GENERAL,680,692,11,10
43315,15,MATUTINO,GENERAL,607,526,2,5
43316,15,MATUTINO,GENERAL,540,501,92,67
43317,15,MATUTINO,GENERAL,513,506,160,114
43318,15,MATUTINO,GENERAL,626,376,4,4
43319,15,MATUTINO,GENERAL,708,662,1,1
43320,15,MATUTINO,GENERAL,482,517,67,73
43321,15,MATUTINO,GENERAL,507,531,112,116
43322,15,VESPERTINO,GENERAL,557,492,64,64
43323,15,VESPERTINO,GENERAL,494,502,96,109
43324,15,MATUTINO,GENERAL,537,548,167,144
43325,15,MATUTINO,GENERAL,482,542,47,37
43326,15,MATUTINO,GENERAL,491,458,11,11
43327,15,MATUTINO,GENERAL,557,376,5,2
43328,15,MATUTINO,GENERAL,503,395,3,3
43329,15,MATUTINO,GENERAL,562,458,4,4
43330,15,MATUTINO,GENERAL,503,543,31,29
43331,15,MATUTINO,GENERAL,538,523,102,68
43332,15,MATUTINO,GENERAL,546,576,66,70
43333,15,MATUTINO,GENERAL,506,524,37,38
43334,15,MATUTINO,GENERAL,522,490,82,73
43335,15,VESPERTINO,GENERAL,507,456,58,58
43336,15,MATUTINO,GENERAL,496,516,82,62
43337,15,MATUTINO,GENERAL,584,607,41,54
43338,15,MATUTINO,GENERAL,631,563,30,33
43339,15,MATUTINO,GENERAL,527,507,7,8
43340,15,MATUTINO,GENERAL,449,488,16,22
43341,15,MATUTINO,GENERAL,571,615,1,3
43343,15,MATUTINO,GENERAL,402,519,4,5
43344,15,MATUTINO,GENERAL,507,524,77,73
43345,15,MATUTINO,GENERAL,523,618,59,51
43346,15,MATUTINO,GENERAL,562,599,110,100
43347,15,VESPERTINO,GENERAL,494,493,53,51
43348,15,MATUTINO,GENERAL,547,477,147,148
43349,15,VESPERTINO,GENERAL,492,494,108,97
43350,15,MATUTINO,GENERAL,514,548,69,62
43351,15,VESPERTINO,GENERAL,497,497,21,21
43352,15,MATUTINO,GENERAL,540,516,91,111
43353,15,VESPERTINO,GENERAL,520,503,57,54
43354,15,MATUTINO,GENERAL,495,514,118,115
43355,15,MATUTINO,GENERAL,561,535,7,5
43356,15,MATUTINO,GENERAL,521,593,6,8
43357,15,MATUTINO,GENERAL,535,562,40,42
43358,15,VESPERTINO,GENERAL,491,470,19,26
43359,15,MATUTINO,GENERAL,495,508,111,88
43360,15,VESPERTINO,GENERAL,543,558,45,51
43361,15,MATUTINO,GENERAL,528,498,75,74
43362,15,MATUTINO,GENERAL,518,509,107,97
43363,15,VESPERTINO,GENERAL,539,508,20,35
43364,15,VESPERTINO,GENERAL,518,517,47,51
43365,15,MATUTINO,GENERAL,459,497,10,10
43366,15,MATUTINO,GENERAL,549,579,14,20
43367,15,MATUTINO,GENERAL,582,761,8,11
43368,15,MATUTINO,GENERAL,518,501,37,42
43369,15,MATUTINO,GENERAL,610,544,42,29
43370,15,MATUTINO,GENERAL,579,570,63,83
43371,15,MATUTINO,GENERAL,543,540,41,37
43372,15,VESPERTINO,GENERAL,435,462,12,11
43373,15,VESPERTINO,GENERAL,490,491,86,89
43374,15,MATUTINO,GENERAL,469,498,33,25
43375,15,MATUTINO,GENERAL,618,585,13,11
43376,15,MATUTINO,GENERAL,462,444,4,5
43377,15,MATUTINO,GENERAL,515,429,2,5
43378,15,VESPERTINO,GENERAL,552,464,45,41
43379,15,MATUTINO,GENERAL,716,493,5,5
43380,15,MATUTINO,GENERAL,486,429,4,4
43382,15,MATUTINO,GENERAL,492,477,5,5
43383,15,MATUTINO,GENERAL,466,384,5,3
43384,15,MATUTINO,GENERAL,581,517,6,3
43385,15,MATUTINO,GENERAL,608,543,27,23
43386,15,MATUTINO,GENERAL,584,626,76,78
43387,15,MATUTINO,GENERAL,576,563,93,75
43388,15,MATUTINO,GENERAL,556,581,14,10
43389,15,MATUTINO,GENERAL,539,533,73,68
