estado,clave,tipo,mate_6,num_evaluados_total,marginacion
COAHUILA,05DPR0697O,GENERAL,535.08,75,MUY BAJO
COAHUILA,05DPR0699M,GENERAL,536.72,14,MUY BAJO
COAHUILA,05DPR0700L,GENERAL,439.11,19,MUY BAJO
COAHUILA,05DPR0701K,GENERAL,470.35,21,MUY BAJO
COAHUILA,05DPR0702J,GENERAL,517.24,38,MUY BAJO
COAHUILA,05DPR0703I,GENERAL,464.14,17,MUY BAJO
COAHUILA,05DPR0704H,GENERAL,442.02,21,MUY BAJO
COAHUILA,05DPR0705G,GENERAL,486.29,18,MUY BAJO
COAHUILA,05DPR0706F,GENERAL,449.01,29,MUY BAJO
COAHUILA,05DPR0707E,GENERAL,494.88,56,MUY BAJO
COAHUILA,05DPR0708D,GENERAL,645.3,2,BAJO
COAHUILA,05DPR0709C,GENERAL,531.03,60,MUY BAJO
COAHUILA,05DPR0710S,GENERAL,539.62,23,ALTO
COAHUILA,05DPR0711R,GENERAL,437.26,17,MUY BAJO
COAHUILA,05DPR0712Q,GENERAL,552.93,30,MUY BAJO
COAHUILA,05DPR0713P,GENERAL,476.54,52,MUY BAJO
COAHUILA,05DPR0714O,GENERAL,417.24,3,MEDIO
COAHUILA,05DPR0715N,GENERAL,491.7,22,MUY BAJO
COAHUILA,05DPR0718K,GENERAL,494.69,53,MUY BAJO
COAHUILA,05DPR0719J,GENERAL,543.73,54,MUY BAJO
COAHUILA,05DPR0723W,GENERAL,497.94,38,MUY BAJO
COAHUILA,05DPR0724V,GENERAL,505.36,24,MUY BAJO
COAHUILA,05DPR0725U,GENERAL,471.66,59,MUY BAJO
COAHUILA,05DPR0726T,GENERAL,538.97,43,MUY BAJO
COAHUILA,05DPR0727S,GENERAL,514.46,28,MUY BAJO
COAHUILA,05DPR0728R,GENERAL,473.15,9,MUY BAJO
COAHUILA,05DPR0729Q,GENERAL,539.18,42,MUY BAJO
COAHUILA,05DPR0731E,GENERAL,390.53,3,MUY BAJO
COAHUILA,05DPR0732D,GENERAL,544.61,73,MUY BAJO
COAHUILA,05DPR0733C,GENERAL,495.04,14,MUY BAJO
COAHUILA,05DPR0734B,GENERAL,488.89,17,MUY BAJO
COAHUILA,05DPR0735A,GENERAL,526.68,57,MUY BAJO
COAHUILA,05DPR0736Z,GENERAL,530.55,39,MUY BAJO
COAHUILA,05DPR0737Z,GENERAL,442.3,42,MUY BAJO
COAHUILA,05DPR0738Y,GENERAL,528.13,36,MUY BAJO
COAHUILA,05DPR0739X,GENERAL,562.69,16,MUY BAJO
COAHUILA,05DPR0740M,GENERAL,477.18,62,MUY BAJO
COAHUILA,05DPR0741L,GENERAL,399.77,11,MUY BAJO
COAHUILA,05DPR0742K,GENERAL,655.35,3,MUY BAJO
COAHUILA,05DPR0743J,GENERAL,408.46,35,MUY BAJO
COAHUILA,05DPR0745H,GENERAL,497.73,38,BAJO
COAHUILA,05DPR0746G,GENERAL,420.08,5,ALTO
COAHUILA,05DPR0747F,GENERAL,513.38,26,MUY BAJO
COAHUILA,05DPR0748E,GENERAL,473.09,21,MUY BAJO
COAHUILA,05DPR0749D,GENERAL,480.08,27,MUY BAJO
COAHUILA,05DPR0751S,GENERAL,419.96,20,MUY BAJO
COAHUILA,05DPR0753Q,GENERAL,461.77,18,MUY BAJO
COAHUILA,05DPR0754P,GENERAL,550.78,41,MUY BAJO
COAHUILA,05DPR0757M,GENERAL,370.53,22,MUY BAJO
COAHUILA,05DPR0758L,GENERAL,489.4,20,MUY BAJO
COAHUILA,05DPR0759K,GENERAL,507.36,64,MUY BAJO
COAHUILA,05DPR0760Z,GENERAL,529.67,36,MUY BAJO
COAHUILA,05DPR0761Z,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR0762Y,GENERAL,499.1,41,MUY BAJO
COAHUILA,05DPR0763X,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR0764W,GENERAL,492.99,18,MUY BAJO
COAHUILA,05DPR0765V,GENERAL,487.95,31,MUY BAJO
COAHUILA,05DPR0766U,GENERAL,481.02,2,BAJO
COAHUILA,05DPR0767T,GENERAL,570.58,97,MUY BAJO
COAHUILA,05DPR0768S,GENERAL,543.4,20,MUY BAJO
COAHUILA,05DPR0769R,GENERAL,417.73,27,MUY BAJO
COAHUILA,05DPR0770G,GENERAL,562.85,53,MUY BAJO
COAHUILA,05DPR0771F,GENERAL,454.24,14,MUY BAJO
COAHUILA,05DPR0772E,GENERAL,415.59,17,MUY BAJO
COAHUILA,05DPR0773D,GENERAL,478.94,6,BAJO
COAHUILA,05DPR0774C,GENERAL,506.05,38,MUY BAJO
COAHUILA,05DPR0775B,GENERAL,552.34,63,MUY BAJO
COAHUILA,05DPR0776A,GENERAL,410.6,15,MUY BAJO
COAHUILA,05DPR0777Z,GENERAL,499.16,19,MUY BAJO
COAHUILA,05DPR0778Z,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR0779Y,GENERAL,543.13,16,MUY BAJO
COAHUILA,05DPR0780N,GENERAL,515.69,57,MUY BAJO
COAHUILA,05DPR0781M,GENERAL,489.11,37,MUY BAJO
COAHUILA,05DPR0782L,GENERAL,599.04,23,MUY BAJO
COAHUILA,05DPR0784J,GENERAL,483.08,20,MUY BAJO
COAHUILA,05DPR0786H,GENERAL,485.58,24,MUY BAJO
COAHUILA,05DPR0787G,GENERAL,524.28,82,MUY BAJO
COAHUILA,05DPR0788F,GENERAL,494.46,55,MUY BAJO
COAHUILA,05DPR0789E,GENERAL,620.3,1,ALTO
COAHUILA,05DPR0790U,GENERAL,438.4,21,MUY BAJO
COAHUILA,05DPR0791T,GENERAL,533.01,2,MEDIO
COAHUILA,05DPR0793R,GENERAL,454.4,28,BAJO
COAHUILA,05DPR0795P,GENERAL,519.96,14,MUY BAJO
COAHUILA,05DPR0796O,GENERAL,514.1,69,MUY BAJO
COAHUILA,05DPR0797N,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR0798M,GENERAL,491.32,32,MUY BAJO
COAHUILA,05DPR0799L,GENERAL,487.59,22,MUY BAJO
COAHUILA,05DPR0800K,GENERAL,430.26,22,MUY BAJO
COAHUILA,05DPR0802I,GENERAL,473.46,16,MUY BAJO
COAHUILA,05DPR0804G,GENERAL,520.77,52,MUY BAJO
COAHUILA,05DPR0805F,GENERAL,558.47,32,MUY BAJO
COAHUILA,05DPR0807D,GENERAL,630.94,1,BAJO
COAHUILA,05DPR0810R,GENERAL,498.77,3,MUY BAJO
COAHUILA,05DPR0811Q,GENERAL,509.48,20,MUY BAJO
COAHUILA,05DPR0812P,GENERAL,421.22,10,MUY BAJO
COAHUILA,05DPR0813O,GENERAL,557.14,26,MUY BAJO
COAHUILA,05DPR0814N,GENERAL,492.33,26,MUY BAJO
COAHUILA,05DPR0815M,GENERAL,471.31,19,MUY BAJO
COAHUILA,05DPR0816L,GENERAL,428.28,31,MUY BAJO
COAHUILA,05DPR0817K,GENERAL,426.9,38,MUY BAJO
COAHUILA,05DPR0818J,GENERAL,532.77,6,BAJO
COAHUILA,05DPR0820Y,GENERAL,573.9,5,BAJO
COAHUILA,05DPR0821X,GENERAL,474.44,18,BAJO
COAHUILA,05DPR0822W,GENERAL,381.06,3,ALTO
COAHUILA,05DPR0823V,GENERAL,524.32,3,BAJO
COAHUILA,05DPR0824U,GENERAL,432.93,20,MUY BAJO
COAHUILA,05DPR0825T,GENERAL,454.01,19,BAJO
COAHUILA,05DPR0826S,GENERAL,511.64,57,MUY BAJO
COAHUILA,05DPR0827R,GENERAL,520.65,19,BAJO
COAHUILA,05DPR0828Q,GENERAL,535.29,6,ALTO
COAHUILA,05DPR0829P,GENERAL,523.66,5,BAJO
COAHUILA,05DPR0830E,GENERAL,545.38,8,ALTO
COAHUILA,05DPR0831D,GENERAL,517.3,4,MEDIO
COAHUILA,05DPR0832C,GENERAL,379.78,1,MEDIO
COAHUILA,05DPR0833B,GENERAL,433.26,2,BAJO
COAHUILA,05DPR0834A,GENERAL,512.33,17,MUY BAJO
COAHUILA,05DPR0836Z,GENERAL,408.26,16,MUY BAJO
COAHUILA,05DPR0837Y,GENERAL,431.28,21,MUY BAJO
COAHUILA,05DPR0840L,GENERAL,519.98,15,MUY BAJO
COAHUILA,05DPR0842J,GENERAL,499.43,3,BAJO
COAHUILA,05DPR0843I,GENERAL,447.45,6,MEDIO
COAHUILA,05DPR0844H,GENERAL,0,0,ALTO
COAHUILA,05DPR0845G,GENERAL,473.11,7,BAJO
COAHUILA,05DPR0847E,GENERAL,657.2,82,MUY BAJO
COAHUILA,05DPR0848D,GENERAL,464.97,45,MEDIO
COAHUILA,05DPR0850S,GENERAL,650.64,1,BAJO
COAHUILA,05DPR0851R,GENERAL,421.77,17,BAJO
COAHUILA,05DPR0852Q,GENERAL,424.98,6,BAJO
COAHUILA,05DPR0853P,GENERAL,496.09,23,MUY BAJO
COAHUILA,05DPR0854O,GENERAL,451.31,3,BAJO
COAHUILA,05DPR0855N,GENERAL,383.38,20,MUY BAJO
COAHUILA,05DPR0856M,GENERAL,451.19,11,MUY ALTO
COAHUILA,05DPR0857L,GENERAL,516.62,12,BAJO
COAHUILA,05DPR0858K,GENERAL,435,6,BAJO
COAHUILA,05DPR0860Z,GENERAL,598.03,13,MUY BAJO
COAHUILA,05DPR0861Y,GENERAL,428.4,8,ALTO
COAHUILA,05DPR0862X,GENERAL,480.87,3,ALTO
COAHUILA,05DPR0863W,GENERAL,0,0,ALTO
COAHUILA,05DPR0864V,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR0865U,GENERAL,449.16,10,MEDIO
COAHUILA,05DPR0867S,GENERAL,426.83,26,BAJO
COAHUILA,05DPR0869Q,GENERAL,358.37,3,ALTO
COAHUILA,05DPR0870F,GENERAL,447.42,5,ALTO
COAHUILA,05DPR0871E,GENERAL,505.32,8,ALTO
COAHUILA,05DPR0872D,GENERAL,586.23,6,ALTO
COAHUILA,05DPR0873C,GENERAL,391.27,3,ALTO
COAHUILA,05DPR0874B,GENERAL,662.44,4,MEDIO
COAHUILA,05DPR0875A,GENERAL,519.3,18,MUY BAJO
COAHUILA,05DPR0876Z,GENERAL,452.58,6,BAJO
COAHUILA,05DPR0877Z,GENERAL,0,0,BAJO
COAHUILA,05DPR0878Y,GENERAL,483.26,9,ALTO
COAHUILA,05DPR0879X,GENERAL,396.63,3,BAJO
COAHUILA,05DPR0880M,GENERAL,494.35,8,MUY BAJO
COAHUILA,05DPR0881L,GENERAL,514.49,58,MUY BAJO
COAHUILA,05DPR0882K,GENERAL,605.26,67,MUY BAJO
COAHUILA,05DPR0883J,GENERAL,472.74,51,MUY BAJO
COAHUILA,05DPR0884I,GENERAL,379.63,5,MEDIO
COAHUILA,05DPR0885H,GENERAL,646.24,14,BAJO
COAHUILA,05DPR0886G,GENERAL,482.09,22,MUY BAJO
COAHUILA,05DPR0887F,GENERAL,478.91,4,MEDIO
COAHUILA,05DPR0888E,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR0890T,GENERAL,511.32,20,MUY BAJO
COAHUILA,05DPR0891S,GENERAL,579.46,11,MEDIO
COAHUILA,05DPR0892R,GENERAL,550.68,31,MUY BAJO
COAHUILA,05DPR0893Q,GENERAL,503.68,37,MUY BAJO
COAHUILA,05DPR0894P,GENERAL,413.88,7,MEDIO
COAHUILA,05DPR0895O,GENERAL,511.3,9,MEDIO
COAHUILA,05DPR0896N,GENERAL,409.87,2,BAJO
COAHUILA,05DPR0897M,GENERAL,508.25,4,MEDIO
COAHUILA,05DPR0898L,GENERAL,417.15,15,ALTO
COAHUILA,05DPR0899K,GENERAL,532.49,2,ALTO
COAHUILA,05DPR0900J,GENERAL,406.39,2,BAJO
COAHUILA,05DPR0901I,GENERAL,549.15,4,BAJO
COAHUILA,05DPR0902H,GENERAL,522.92,10,MEDIO
COAHUILA,05DPR0903G,GENERAL,333.49,2,BAJO
COAHUILA,05DPR0904F,GENERAL,455.65,1,BAJO
COAHUILA,05DPR0905E,GENERAL,375.22,2,BAJO
COAHUILA,05DPR0906D,GENERAL,615.03,18,MUY BAJO
COAHUILA,05DPR0907C,GENERAL,456.78,15,MEDIO
COAHUILA,05DPR0908B,GENERAL,440.01,10,BAJO
COAHUILA,05DPR0912O,GENERAL,524.2,4,MEDIO
COAHUILA,05DPR0914M,GENERAL,591.18,2,MEDIO
COAHUILA,05DPR0915L,GENERAL,396.62,1,BAJO
COAHUILA,05DPR0916K,GENERAL,487.18,3,ALTO
COAHUILA,05DPR0917J,GENERAL,413.16,3,ALTO
COAHUILA,05DPR0918I,GENERAL,625.35,2,MUY BAJO
COAHUILA,05DPR0919H,GENERAL,542.61,22,MUY BAJO
COAHUILA,05DPR0920X,GENERAL,527.66,4,MEDIO
COAHUILA,05DPR0921W,GENERAL,416.07,1,BAJO
COAHUILA,05DPR0922V,GENERAL,452.94,10,ALTO
COAHUILA,05DPR0923U,GENERAL,577.52,5,ALTO
COAHUILA,05DPR0926R,GENERAL,399.59,4,BAJO
COAHUILA,05DPR0927Q,GENERAL,531.95,7,ALTO
COAHUILA,05DPR0929O,GENERAL,491.68,6,BAJO
COAHUILA,05DPR0930D,GENERAL,498.57,2,BAJO
COAHUILA,05DPR0931C,GENERAL,445.32,3,ALTO
COAHUILA,05DPR0933A,GENERAL,0,0,MEDIO
COAHUILA,05DPR0934Z,GENERAL,506.62,4,BAJO
COAHUILA,05DPR0935Z,GENERAL,699.1,1,BAJO
COAHUILA,05DPR0936Y,GENERAL,470.09,10,BAJO
COAHUILA,05DPR0937X,GENERAL,476.17,22,MUY BAJO
COAHUILA,05DPR0938W,GENERAL,517.16,5,BAJO
COAHUILA,05DPR0939V,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR0940K,GENERAL,520.64,4,MEDIO
COAHUILA,05DPR0941J,GENERAL,483.7,7,MEDIO
COAHUILA,05DPR0942I,GENERAL,501.51,8,BAJO
COAHUILA,05DPR0943H,GENERAL,442.74,44,MUY BAJO
COAHUILA,05DPR0944G,GENERAL,528.83,2,MEDIO
COAHUILA,05DPR0946E,GENERAL,458.11,4,MEDIO
COAHUILA,05DPR0947D,GENERAL,431.41,11,MUY BAJO
COAHUILA,05DPR0948C,GENERAL,477.17,4,MEDIO
COAHUILA,05DPR0949B,GENERAL,467.71,6,BAJO
COAHUILA,05DPR0950R,GENERAL,466.63,10,BAJO
COAHUILA,05DPR0951Q,GENERAL,445.48,3,MEDIO
COAHUILA,05DPR0952P,GENERAL,580.98,4,MEDIO
COAHUILA,05DPR0953O,GENERAL,410.92,14,BAJO
COAHUILA,05DPR0954N,GENERAL,507.14,3,BAJO
COAHUILA,05DPR0955M,GENERAL,541.49,1,MEDIO
COAHUILA,05DPR0956L,GENERAL,376.29,3,BAJO
COAHUILA,05DPR0957K,GENERAL,514.7,21,MUY BAJO
COAHUILA,05DPR0958J,GENERAL,447.31,7,MEDIO
COAHUILA,05DPR0959I,GENERAL,552.32,29,MUY BAJO
COAHUILA,05DPR0960Y,GENERAL,534.57,34,MUY BAJO
COAHUILA,05DPR0961X,GENERAL,480,18,BAJO
COAHUILA,05DPR0962W,GENERAL,545.8,34,MUY BAJO
COAHUILA,05DPR0963V,GENERAL,413.83,6,ALTO
COAHUILA,05DPR0965T,GENERAL,458.52,16,MUY BAJO
COAHUILA,05DPR0967R,GENERAL,524.8,46,MUY BAJO
COAHUILA,05DPR0968Q,GENERAL,506.84,5,BAJO
COAHUILA,05DPR0969P,GENERAL,477.67,30,MUY BAJO
COAHUILA,05DPR0970E,GENERAL,309.2,3,BAJO
COAHUILA,05DPR0972C,GENERAL,454.88,10,MUY BAJO
COAHUILA,05DPR0973B,GENERAL,623.86,6,BAJO
COAHUILA,05DPR0974A,GENERAL,502.52,15,MUY BAJO
COAHUILA,05DPR0976Z,GENERAL,453.43,9,BAJO
COAHUILA,05DPR0977Y,GENERAL,476.88,5,BAJO
COAHUILA,05DPR0978X,GENERAL,569.45,61,MUY BAJO
COAHUILA,05DPR0979W,GENERAL,570.12,6,ALTO
COAHUILA,05DPR0980L,GENERAL,564.61,50,MUY BAJO
COAHUILA,05DPR0981K,GENERAL,485.39,34,MUY BAJO
COAHUILA,05DPR0982J,GENERAL,498.13,22,MUY BAJO
COAHUILA,05DPR0983I,GENERAL,432.44,4,MUY BAJO
COAHUILA,05DPR0984H,GENERAL,534.07,93,MUY BAJO
COAHUILA,05DPR0985G,GENERAL,706.58,4,MUY BAJO
COAHUILA,05DPR0987E,GENERAL,442.48,4,MEDIO
COAHUILA,05DPR0988D,GENERAL,421.42,3,BAJO
COAHUILA,05DPR0989C,GENERAL,512,3,ALTO
COAHUILA,05DPR0990S,GENERAL,551.53,3,MEDIO
COAHUILA,05DPR0991R,GENERAL,459.82,13,MUY BAJO
COAHUILA,05DPR0993P,GENERAL,340.94,2,MEDIO
COAHUILA,05DPR0994O,GENERAL,446.24,3,BAJO
COAHUILA,05DPR0995N,GENERAL,534.48,48,MUY BAJO
COAHUILA,05DPR0996M,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR0997L,GENERAL,544.04,2,MEDIO
COAHUILA,05DPR0998K,GENERAL,741.35,7,MEDIO
COAHUILA,05DPR0999J,GENERAL,486.99,28,MUY BAJO
COAHUILA,05DPR1000Z,GENERAL,392.36,3,ALTO
COAHUILA,05DPR1001Y,GENERAL,503.16,3,BAJO
COAHUILA,05DPR1002X,GENERAL,457.82,20,MUY BAJO
COAHUILA,05DPR1003W,GENERAL,551.82,6,BAJO
COAHUILA,05DPR1004V,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1005U,GENERAL,440.68,17,MUY BAJO
COAHUILA,05DPR1006T,GENERAL,596.92,21,BAJO
COAHUILA,05DPR1007S,GENERAL,460.91,21,MUY BAJO
COAHUILA,05DPR1008R,GENERAL,495.92,40,MUY BAJO
COAHUILA,05DPR1009Q,GENERAL,470.63,15,MUY BAJO
COAHUILA,05DPR1010F,GENERAL,496.07,50,MUY BAJO
COAHUILA,05DPR1011E,GENERAL,463.62,35,BAJO
COAHUILA,05DPR1012D,GENERAL,502.81,51,BAJO
COAHUILA,05DPR1013C,GENERAL,458.34,20,MUY BAJO
COAHUILA,05DPR1014B,GENERAL,469.38,47,MUY BAJO
COAHUILA,05DPR1015A,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1016Z,GENERAL,509.61,51,MUY BAJO
COAHUILA,05DPR1017Z,GENERAL,411.89,31,MUY BAJO
COAHUILA,05DPR1018Y,GENERAL,451.73,30,MUY BAJO
COAHUILA,05DPR1019X,GENERAL,452.65,1,MUY BAJO
COAHUILA,05DPR1020M,GENERAL,478.51,5,MUY BAJO
COAHUILA,05DPR1021L,GENERAL,470.61,7,MEDIO
COAHUILA,05DPR1023J,GENERAL,531.65,2,BAJO
COAHUILA,05DPR1024I,GENERAL,0,0,MEDIO
COAHUILA,05DPR1026G,GENERAL,626.2,6,MEDIO
COAHUILA,05DPR1027F,GENERAL,515.87,63,MUY BAJO
COAHUILA,05DPR1028E,GENERAL,456.52,6,MEDIO
COAHUILA,05DPR1029D,GENERAL,574.61,60,MUY BAJO
COAHUILA,05DPR1031S,GENERAL,587.38,6,BAJO
COAHUILA,05DPR1032R,GENERAL,575.69,62,MUY BAJO
COAHUILA,05DPR1033Q,GENERAL,554.86,70,MUY BAJO
COAHUILA,05DPR1034P,GENERAL,565.18,55,MUY BAJO
COAHUILA,05DPR1035O,GENERAL,420.53,2,MUY BAJO
COAHUILA,05DPR1036N,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1037M,GENERAL,513.22,35,MUY BAJO
COAHUILA,05DPR1038L,GENERAL,384.84,5,MEDIO
COAHUILA,05DPR1039K,GENERAL,429.7,20,MUY BAJO
COAHUILA,05DPR1040Z,GENERAL,549.41,5,BAJO
COAHUILA,05DPR1041Z,GENERAL,524.18,23,BAJO
COAHUILA,05DPR1042Y,GENERAL,442.88,19,BAJO
COAHUILA,05DPR1043X,GENERAL,605.81,54,MUY BAJO
COAHUILA,05DPR1044W,GENERAL,448.41,7,MEDIO
COAHUILA,05DPR1045V,GENERAL,504.12,43,MUY BAJO
COAHUILA,05DPR1046U,GENERAL,428.65,7,BAJO
COAHUILA,05DPR1047T,GENERAL,429.56,6,BAJO
COAHUILA,05DPR1048S,GENERAL,469.49,12,BAJO
COAHUILA,05DPR1049R,GENERAL,484.3,14,MEDIO
COAHUILA,05DPR1050G,GENERAL,485.34,9,MEDIO
COAHUILA,05DPR1051F,GENERAL,510.37,23,MEDIO
COAHUILA,05DPR1052E,GENERAL,551.04,56,BAJO
COAHUILA,05DPR1053D,GENERAL,522.07,15,MEDIO
COAHUILA,05DPR1054C,GENERAL,0,0,BAJO
COAHUILA,05DPR1055B,GENERAL,485.81,19,MUY BAJO
COAHUILA,05DPR1056A,GENERAL,401.87,13,ALTO
COAHUILA,05DPR1057Z,GENERAL,625.08,3,MUY BAJO
COAHUILA,05DPR1058Z,GENERAL,449.42,11,MUY BAJO
COAHUILA,05DPR1059Y,GENERAL,345.07,3,BAJO
COAHUILA,05DPR1060N,GENERAL,462.49,53,MUY BAJO
COAHUILA,05DPR1061M,GENERAL,506.84,18,MUY BAJO
COAHUILA,05DPR1062L,GENERAL,424.61,7,MUY BAJO
COAHUILA,05DPR1063K,GENERAL,531.12,65,MUY BAJO
COAHUILA,05DPR1064J,GENERAL,413.6,8,BAJO
COAHUILA,05DPR1066H,GENERAL,536.39,2,BAJO
COAHUILA,05DPR1068F,GENERAL,0,0,ALTO
COAHUILA,05DPR1069E,GENERAL,488.87,5,ALTO
COAHUILA,05DPR1070U,GENERAL,504.08,29,MUY BAJO
COAHUILA,05DPR1071T,GENERAL,526.15,3,MEDIO
COAHUILA,05DPR1072S,GENERAL,533.49,41,MUY BAJO
COAHUILA,05DPR1073R,GENERAL,525.39,3,BAJO
COAHUILA,05DPR1074Q,GENERAL,454.98,8,BAJO
COAHUILA,05DPR1075P,GENERAL,482.65,14,BAJO
COAHUILA,05DPR1076O,GENERAL,522.15,1,BAJO
COAHUILA,05DPR1077N,GENERAL,496.42,12,BAJO
COAHUILA,05DPR1078M,GENERAL,505.98,22,MUY BAJO
COAHUILA,05DPR1080A,GENERAL,431.52,26,BAJO
COAHUILA,05DPR1081Z,GENERAL,473.43,9,BAJO
COAHUILA,05DPR1083Y,GENERAL,518.69,49,MUY BAJO
COAHUILA,05DPR1085W,GENERAL,556.86,65,MUY BAJO
COAHUILA,05DPR1086V,GENERAL,503.59,26,MUY BAJO
COAHUILA,05DPR1088T,GENERAL,456.32,10,BAJO
COAHUILA,05DPR1089S,GENERAL,366.45,2,ALTO
COAHUILA,05DPR1090H,GENERAL,414.62,15,MEDIO
COAHUILA,05DPR1091G,GENERAL,0,0,BAJO
COAHUILA,05DPR1092F,GENERAL,419.85,5,MUY BAJO
COAHUILA,05DPR1093E,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1094D,GENERAL,486.3,12,BAJO
COAHUILA,05DPR1095C,GENERAL,529.26,12,MUY BAJO
COAHUILA,05DPR1096B,GENERAL,478.6,35,MUY BAJO
COAHUILA,05DPR1097A,GENERAL,473.79,40,MUY BAJO
COAHUILA,05DPR1101X,GENERAL,484.34,42,MUY BAJO
COAHUILA,05DPR1102W,GENERAL,491.67,24,MUY BAJO
COAHUILA,05DPR1103V,GENERAL,551.99,64,MUY BAJO
COAHUILA,05DPR1104U,GENERAL,506.36,4,MEDIO
COAHUILA,05DPR1105T,GENERAL,522.18,29,MUY BAJO
COAHUILA,05DPR1106S,GENERAL,445.05,8,MUY BAJO
COAHUILA,05DPR1109P,GENERAL,531.49,46,MUY BAJO
COAHUILA,05DPR1111D,GENERAL,490.9,21,MUY BAJO
COAHUILA,05DPR1112C,GENERAL,551.33,44,MUY BAJO
COAHUILA,05DPR1113B,GENERAL,505.99,15,BAJO
COAHUILA,05DPR1114A,GENERAL,475.74,3,MEDIO
COAHUILA,05DPR1115Z,GENERAL,466.82,48,MUY BAJO
COAHUILA,05DPR1116Z,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1118X,GENERAL,630.6,72,MUY BAJO
COAHUILA,05DPR1119W,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1120L,GENERAL,446.49,35,MUY BAJO
COAHUILA,05DPR1122J,GENERAL,525.32,43,MUY BAJO
COAHUILA,05DPR1123I,GENERAL,551.46,29,MUY BAJO
COAHUILA,05DPR1124H,GENERAL,399.32,6,MEDIO
COAHUILA,05DPR1125G,GENERAL,492.77,4,ALTO
COAHUILA,05DPR1126F,GENERAL,575.41,80,MUY BAJO
COAHUILA,05DPR1127E,GENERAL,461.65,38,MUY BAJO
COAHUILA,05DPR1129C,GENERAL,586.96,71,MUY BAJO
COAHUILA,05DPR1130S,GENERAL,503.15,20,MUY BAJO
COAHUILA,05DPR1132Q,GENERAL,483.6,31,MUY BAJO
COAHUILA,05DPR1133P,GENERAL,537.67,65,MUY BAJO
COAHUILA,05DPR1135N,GENERAL,476.1,25,MUY BAJO
COAHUILA,05DPR1136M,GENERAL,498.21,21,MUY BAJO
COAHUILA,05DPR1138K,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1139J,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1140Z,GENERAL,513.6,34,MUY BAJO
COAHUILA,05DPR1142X,GENERAL,493.73,7,MUY BAJO
COAHUILA,05DPR1144V,GENERAL,551.62,46,MUY BAJO
COAHUILA,05DPR1145U,GENERAL,473.53,62,MUY BAJO
COAHUILA,05DPR1146T,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1148R,GENERAL,442.14,18,BAJO
COAHUILA,05DPR1149Q,GENERAL,436.05,32,BAJO
COAHUILA,05DPR1150F,GENERAL,481.12,11,MUY BAJO
COAHUILA,05DPR1151E,GENERAL,334.61,1,ALTO
COAHUILA,05DPR1152D,GENERAL,408.29,4,MEDIO
COAHUILA,05DPR1155A,GENERAL,461.5,12,MEDIO
COAHUILA,05DPR1156Z,GENERAL,399.36,1,BAJO
COAHUILA,05DPR1157Z,GENERAL,583.25,95,MUY BAJO
COAHUILA,05DPR1158Y,GENERAL,415.6,12,BAJO
COAHUILA,05DPR1159X,GENERAL,499.91,20,MUY BAJO
COAHUILA,05DPR1162K,GENERAL,516.97,50,MUY BAJO
COAHUILA,05DPR1163J,GENERAL,519.44,102,MUY BAJO
COAHUILA,05DPR1165H,GENERAL,471.27,26,MUY BAJO
COAHUILA,05DPR1166G,GENERAL,504.97,10,BAJO
COAHUILA,05DPR1167F,GENERAL,507.32,2,MEDIO
COAHUILA,05DPR1168E,GENERAL,411.45,4,MUY BAJO
COAHUILA,05DPR1170T,GENERAL,432.51,1,ALTO
COAHUILA,05DPR1171S,GENERAL,453.91,2,BAJO
COAHUILA,05DPR1173Q,GENERAL,378.56,13,MEDIO
COAHUILA,05DPR1174P,GENERAL,570.03,19,MUY BAJO
COAHUILA,05DPR1175O,GENERAL,422.16,2,ALTO
COAHUILA,05DPR1176N,GENERAL,549.59,16,BAJO
COAHUILA,05DPR1178L,GENERAL,422.82,3,MEDIO
COAHUILA,05DPR1179K,GENERAL,441.56,6,MEDIO
COAHUILA,05DPR1182Y,GENERAL,485.77,6,MUY BAJO
COAHUILA,05DPR1184W,GENERAL,544.33,39,MUY BAJO
COAHUILA,05DPR1187T,GENERAL,820.19,2,MEDIO
COAHUILA,05DPR1188S,GENERAL,484.36,21,MUY BAJO
COAHUILA,05DPR1189R,GENERAL,468.38,3,MEDIO
COAHUILA,05DPR1190G,GENERAL,505.93,35,BAJO
COAHUILA,05DPR1191F,GENERAL,511.48,4,MUY BAJO
COAHUILA,05DPR1192E,GENERAL,0,0,MUY BAJO
COAHUILA,05DPR1193D,GENERAL,451.43,9,MUY BAJO
